0,0,50072861.315071,88,142,88.0,15,85,15,1,20,2,1.0
0,8,57745341.315071,35,13,3.888888888888889,13,63,14,1,11,1,1.0
0,1,70505436.315071,39,297,19.5,19,32,15,1,5,1,1.0
0,25,133038635.315071,122,2251,4.6923076923076925,15,123,15,1,13,12,1.0909090909090908
0,518,70629984.315071,32,510,0.06165703275529865,6,160,6,1,58,100,2.2222222222222223
0,5,51591450.315071,111,53,18.5,10,15,15,1,2,2,1.0
0,118,68767132.315071,186,5503,1.5630252100840336,18,135,8,1,24,2474,14.137142857142857
0,79,367086535.315071,134,3938,1.675,10,9,13,1,1,1,1.0
0,71,166231027.31507102,365,1750,5.069444444444445,5,149,7,1,20,2,1.0
0,84,299296398.315071,154,10293,1.811764705882353,12,19,9,1,2,22,1.1578947368421053
0,2,53251787.315071,215,125,71.66666666666667,11,24,15,1,3,2,1.0
0,6,61454419.315071,111,219,15.857142857142858,13,79,9,1,15,9,1.0
0,161,131145035.315071,570,21566,3.5185185185185186,7,74,12,1,13,457,2.0585585585585586
0,143,107306283.315071,80,6234,0.5555555555555556,13,36,13,1,7,3,1.0
0,5,72085318.315071,36,376,6.0,18,6,15,1,1,2,1.0
0,1298,225437621.31507102,1180,7911,0.9083910700538876,8,93,11,1,8,3,1.0
0,0,56434081.315071,15,564,15.0,20,18,13,1,4,31,1.1481481481481481
0,0,52618627.315071,0,0,0.0,8,0,15,1,1,2,1.0
0,38,250561965.31507102,297,217,7.615384615384615,11,0,13,1,1,1,1.0
0,835,241579918.31507102,3327,35740,3.979665071770335,10,21,13,1,4,591,2.7877358490566038
0,43,110583569.315071,62,1671,1.4090909090909092,13,0,8,1,1,1,1.0
0,0,49270466.315071,112,22,112.0,13,19,15,1,4,2,1.0
0,459,249265455.31507102,3,993,0.006521739130434782,12,0,11,1,1,2,1.0
0,7,64969841.315071,23,22,2.875,11,24,14,1,5,1,1.0
0,3,56264386.315071,545,31,136.25,16,38,14,1,7,1,1.0
0,0,51044364.315071,10,1,10.0,6,0,6,1,1,1,1.0
0,2,63382149.315071,18,31,6.0,9,51,11,1,8,1,1.0
0,317,164693066.31507102,102,3798,0.32075471698113206,9,160,10,1,25,1,1.0
0,243,156168899.31507102,2056,94,8.426229508196721,15,27,14,1,4,1,1.0
0,19,56780504.315071,343,484,17.15,24,92,15,1,14,7,1.0
0,9,61551907.315071,181,919,18.1,11,79,9,1,15,5,1.6666666666666667
0,151,111482564.315071,159,6080,1.0460526315789473,11,30,10,1,4,4,1.0
0,1,55452471.315071,23,5,11.5,14,27,15,1,4,4,1.0
0,47,61748535.315071,309,2826,6.4375,21,16,12,1,3,1,1.0
0,246,161062068.31507102,228,4839,0.9230769230769231,9,27,12,1,4,2,1.0
0,164,342317979.315071,549,49811,3.327272727272727,26,0,8,1,1,337,1.7106598984771573
0,542,193886861.31507102,1289,42034,2.3738489871086554,13,96,11,1,16,1,1.0
0,0,93161836.315071,1,0,1.0,13,97,13,1,25,1,1.0
0,20,94187840.315071,140,1326,6.666666666666667,7,30,10,1,5,1,1.0
0,3,64489541.315071,35,264,8.75,5,0,13,1,1,2,1.0
0,128,64622885.315071,41,179,0.3178294573643411,5,0,14,1,1,1,1.0
0,6,74034042.315071,87,900,12.428571428571429,4,158,8,1,27,1,1.0
0,22,50611927.315071,89,410,3.869565217391304,11,0,12,1,1,4,1.0
0,232,54301762.315071,818,3103,3.5107296137339055,6,9,8,1,2,60,1.5384615384615385
0,0,53384071.315071,4,6,4.0,5,21,12,1,4,1,1.0
0,11,62040187.315071,31,21,2.5833333333333335,16,13,15,1,1,2,1.0
0,0,49616464.315071,4,646,4.0,10,0,15,1,1,2,1.0
0,0,54176644.315071,18,2,18.0,19,6,12,1,1,2,1.0
0,71,183620099.31507102,122,1070,1.6944444444444444,15,0,12,1,1,3,1.0
0,10,177456192.31507102,122,137,11.090909090909092,11,48,13,1,9,2,1.0
0,54,339576653.315071,92,1873,1.6727272727272726,4,0,9,1,1,1,1.0
0,42,51277885.315071,100,104,2.3255813953488373,19,149,15,1,27,4,1.0
0,4,52745076.315071,97,27,19.4,9,16,13,1,3,1,1.0
0,274,54977663.315071,400,524,1.4545454545454546,14,58,15,1,9,1,1.0
0,73,88514746.315071,120,20,1.6216216216216217,31,79,10,1,9,1,1.0
0,170,333613736.315071,185,1943,1.0818713450292399,11,15,7,1,2,3,1.0
0,2,55243954.315071,7,479,2.3333333333333335,5,21,13,1,3,6,1.6666666666666667
0,187,70529943.315071,66,518,0.35106382978723405,29,160,9,1,36,1,1.0
0,0,173523236.31507102,253,772,253.0,6,32,6,1,5,12,1.0909090909090908
0,808,210674758.31507102,892,28779,1.1025957972805933,16,159,9,1,21,2,1.0
0,5,73216536.315071,145,487,24.166666666666668,1,0,13,1,1,6,1.0
